date,home_team,away_team,home_score,away_score,tournament,neutral,country
2024-08-06,Nigeria,Ghana,0,1,UEFA Euro,True,Neutral
2024-08-10,Portugal,Panama,4,1,Copa America,False,Portugal
2024-08-14,Argentina,Morocco,2,0,World Cup qualification,False,Argentina
2024-08-18,Spain,Poland,5,1,FIFA World Cup,True,Neutral
2024-08-22,Tunisia,Qatar,2,0,Friendly,True,Neutral
2024-08-25,Serbia,Italy,2,2,Friendly,False,Serbia
2024-08-29,Egypt,Saudi Arabia,0,0,Friendly,False,Egypt
2024-09-02,Egypt,Poland,3,3,Friendly,False,Egypt
2024-09-06,Colombia,Portugal,1,1,Friendly,False,Colombia
2024-09-10,Portugal,Uruguay B,0,1,FIFA World Cup,False,Portugal
2024-09-14,Turkey,Switzerland,2,3,FIFA World Cup,False,Turkey
2024-09-18,Denmark,France,2,0,Friendly,False,Denmark
2024-09-21,Egypt,Brazil,1,3,Friendly,False,Egypt
2024-09-25,Sweden,Uruguay B,1,1,Friendly,False,Sweden
2024-09-29,Austria,Croatia,1,0,World Cup qualification,True,Neutral
2024-10-03,Morocco,Colombia,0,0,Friendly,False,Morocco
2024-10-07,Uruguay,Australia,2,1,UEFA Euro,False,Uruguay
2024-10-11,Turkey,England,0,1,Friendly,False,Turkey
2024-10-15,Uruguay,Belgium,2,2,UEFA Euro,True,Neutral
2024-10-19,Brazil,Cameroon,1,0,Friendly,True,Neutral
2024-10-22,Canada,USA,2,1,World Cup qualification,True,Neutral
2024-10-26,Nigeria,Qatar,0,0,Friendly,False,Nigeria
2024-10-30,Cameroon,Qatar,3,0,Copa America,False,Cameroon
2024-11-03,Uruguay,Wales,2,1,FIFA World Cup,False,Uruguay
2024-11-07,Canada,Saudi Arabia,0,0,World Cup qualification,False,Canada
2024-11-11,Uruguay B,Morocco,1,1,Friendly,True,Neutral
2024-11-15,Tunisia,Ivory Coast,1,0,Friendly,False,Tunisia
2024-11-18,South Korea,Scotland,1,2,Friendly,True,Neutral
2024-11-22,Turkey,USA,4,4,Copa America,True,Neutral
2024-11-26,Italy,Norway,4,1,World Cup qualification,False,Italy
2024-11-30,Egypt,Wales,0,5,Friendly,False,Egypt
2024-12-04,Turkey,Japan,2,1,World Cup qualification,True,Neutral
2024-12-08,Ivory Coast,Chile,1,1,World Cup qualification,False,Ivory Coast
2024-12-12,Ivory Coast,Italy,0,8,Friendly,True,Neutral
2024-12-15,Ghana,Wales,3,2,Friendly,False,Ghana
2024-12-19,Ivory Coast,Austria,2,0,Friendly,False,Ivory Coast
2024-12-23,Peru,Scotland,0,1,Friendly,True,Neutral
2024-12-27,Uruguay B,Qatar,2,2,Friendly,False,Uruguay B
2024-12-31,Austria,Morocco,1,0,Friendly,False,Austria
2025-01-04,Panama,Wales,2,2,FIFA World Cup,False,Panama
2025-01-08,Argentina,Spain,3,0,Friendly,False,Argentina
2025-01-11,Iran,Colombia,2,2,World Cup qualification,False,Iran
2025-01-15,Spain,Cameroon,4,0,Friendly,False,Spain
2025-01-19,Argentina,Senegal,1,0,Friendly,True,Neutral
2025-01-23,Ecuador,Egypt,4,2,Nations League,True,Neutral
2025-01-27,South Korea,Canada,0,1,Friendly,False,South Korea
2025-01-31,Tunisia,Argentina,2,2,UEFA Euro,False,Tunisia
2025-02-04,Cameroon,South Korea,0,1,Nations League,True,Neutral
2025-02-07,Uruguay B,Peru,1,1,Nations League,True,Neutral
2025-02-11,Poland,Denmark,2,0,Friendly,True,Neutral
2025-02-15,France,Turkey,2,0,Friendly,False,France
2025-02-19,Norway,Belgium,0,0,Friendly,False,Norway
2025-02-23,Denmark,Ghana,7,3,Friendly,False,Denmark
2025-02-27,Austria,Costa Rica,2,1,UEFA Euro,False,Austria
2025-03-03,Mexico,Netherlands,1,1,Copa America,False,Mexico
2025-03-07,Scotland,Turkey,1,1,Nations League,True,Neutral
2025-03-10,Ghana,Turkey,1,1,Nations League,False,Ghana
2025-03-14,Ivory Coast,Peru,1,1,Copa America,False,Ivory Coast
2025-03-18,South Korea,Peru,0,1,World Cup qualification,True,Neutral
2025-03-22,Tunisia,Australia,0,3,Friendly,True,Neutral
2025-03-26,Portugal,Uruguay B,2,1,World Cup qualification,False,Portugal
2025-03-30,Egypt,Serbia,2,1,World Cup qualification,False,Egypt
2025-04-03,Algeria,Turkey,1,1,World Cup qualification,False,Algeria
2025-04-06,Nigeria,Denmark,2,0,World Cup qualification,False,Nigeria
2025-04-10,Ivory Coast,Netherlands,0,0,UEFA Euro,False,Ivory Coast
2025-04-14,Brazil,Serbia,4,0,Copa America,False,Brazil
2025-04-18,Peru,Poland,2,1,World Cup qualification,True,Neutral
2025-04-22,England,Egypt,1,0,FIFA World Cup,False,England
2025-04-26,Mexico,Australia,2,0,Friendly,True,Neutral
2025-04-30,France,Morocco,0,0,Friendly,False,France
2025-05-03,Switzerland,Japan,2,2,Friendly,False,Switzerland
2025-05-07,Chile,Costa Rica,2,1,World Cup qualification,False,Chile
2025-05-11,England,France,2,1,World Cup qualification,False,England
2025-05-15,Japan,Wales,1,1,FIFA World Cup,False,Japan
2025-05-19,USA,Egypt,1,1,World Cup qualification,True,Neutral
2025-05-23,Uruguay B,Belgium,0,0,World Cup qualification,False,Uruguay B
2025-05-27,Argentina,Australia,4,1,World Cup qualification,False,Argentina
2025-05-30,Cameroon,Turkey,1,2,Friendly,False,Cameroon
2025-06-03,USA,France,5,0,Nations League,True,Neutral
2025-06-07,Nigeria,Ukraine,3,0,Friendly,False,Nigeria
2025-06-11,Morocco,Brazil,2,3,Nations League,False,Morocco
2025-06-15,Denmark,Iran,2,0,World Cup qualification,False,Denmark
2025-06-19,England,Japan,5,0,Copa America,True,Neutral
2025-06-23,Argentina,Netherlands,1,0,Nations League,False,Argentina
2025-06-26,Germany,Ukraine,1,2,Friendly,False,Germany
2025-06-30,Italy,Ukraine,4,0,UEFA Euro,True,Neutral
2025-07-04,France,Nigeria,2,1,Friendly,False,France
2025-07-08,Poland,England,1,2,World Cup qualification,False,Poland
2025-07-12,Switzerland,Germany,1,1,Friendly,False,Switzerland
2025-07-16,Denmark,Ecuador,3,1,Friendly,False,Denmark
2025-07-20,Tunisia,Spain,2,2,World Cup qualification,False,Tunisia
2025-07-24,Belgium,Denmark,2,1,Friendly,True,Neutral
2025-07-27,Netherlands,Mexico,1,2,Nations League,True,Neutral
2025-07-31,Denmark,Chile,1,1,Friendly,False,Denmark
2025-08-04,Serbia,Uruguay B,2,0,Friendly,False,Serbia
2025-08-08,Japan,Ivory Coast,1,1,FIFA World Cup,False,Japan
2025-08-12,Tunisia,Colombia,3,1,World Cup qualification,False,Tunisia
2025-08-16,Belgium,Brazil,1,1,World Cup qualification,False,Belgium
2025-08-20,Mexico,Serbia,2,2,World Cup qualification,False,Mexico
2025-08-23,Croatia,Peru,3,0,Friendly,False,Croatia
2025-08-27,USA,England,0,2,Friendly,True,Neutral
2025-08-31,Belgium,Brazil,1,4,Friendly,False,Belgium
2025-09-04,Ukraine,Ecuador,1,1,Friendly,True,Neutral
2025-09-08,Belgium,Morocco,0,0,Friendly,True,Neutral
2025-09-12,Portugal,Saudi Arabia,5,1,Friendly,True,Neutral
2025-09-16,Mexico,Italy,2,0,Friendly,False,Mexico
2025-09-19,Croatia,Qatar,3,0,World Cup qualification,False,Croatia
2025-09-23,Costa Rica,Norway,2,1,Friendly,False,Costa Rica
2025-09-27,USA,Netherlands,3,3,Copa America,True,Neutral
2025-10-01,Brazil,Switzerland,1,0,World Cup qualification,False,Brazil
2025-10-05,Netherlands,Morocco,0,3,Friendly,False,Netherlands
2025-10-09,Senegal,Ukraine,3,3,Friendly,False,Senegal
2025-10-13,Egypt,Uruguay B,0,1,Friendly,True,Neutral
2025-10-16,Ghana,England,0,1,World Cup qualification,True,Neutral
2025-10-20,Panama,Germany,0,2,Friendly,False,Panama
2025-10-24,Turkey,Uruguay,0,3,Friendly,False,Turkey
2025-10-28,Saudi Arabia,Nigeria,3,1,World Cup qualification,False,Saudi Arabia
2025-11-01,Chile,Norway,1,1,Friendly,False,Chile
2025-11-05,Nigeria,Sweden,2,1,Friendly,False,Nigeria
2025-11-09,Netherlands,Cameroon,0,1,Nations League,False,Netherlands
2025-11-12,England,Portugal,0,1,Copa America,False,England
2025-11-16,Uruguay,Italy,1,1,Nations League,False,Uruguay
2025-11-20,Ecuador,Qatar,1,3,Friendly,False,Ecuador
2025-11-24,Panama,Spain,0,2,Nations League,True,Neutral
2025-11-28,Denmark,USA,1,0,World Cup qualification,False,Denmark
2025-12-02,Sweden,France,0,3,Nations League,True,Neutral
2025-12-06,USA,Ecuador,1,1,Nations League,True,Neutral
2025-12-10,Ghana,Norway,1,2,World Cup qualification,False,Ghana
2025-12-13,Morocco,Germany,0,2,Copa America,False,Morocco
2025-12-17,Iran,Colombia,2,1,UEFA Euro,False,Iran
2025-12-21,Ecuador,Argentina,2,4,Friendly,True,Neutral
2025-12-25,South Korea,Austria,3,1,FIFA World Cup,False,South Korea
2025-12-29,Wales,Ecuador,3,0,World Cup qualification,False,Wales
2026-01-02,Algeria,England,0,1,Friendly,True,Neutral
2026-01-06,Iran,USA,0,2,UEFA Euro,False,Iran
2026-01-09,Colombia,Wales,1,0,FIFA World Cup,True,Neutral
2026-01-13,France,South Korea,5,1,World Cup qualification,True,Neutral
2026-01-17,Qatar,Wales,0,0,FIFA World Cup,False,Qatar
2026-01-21,Ghana,Algeria,1,0,Friendly,False,Ghana
2026-01-25,Qatar,South Korea,1,3,Friendly,False,Qatar
2026-01-29,Senegal,Tunisia,3,2,World Cup qualification,False,Senegal
2026-02-02,Turkey,Canada,0,0,Friendly,True,Neutral
2026-02-05,Serbia,Croatia,1,0,FIFA World Cup,False,Serbia
2026-02-09,Italy,Panama,3,1,Friendly,False,Italy
2026-02-13,Peru,Ivory Coast,2,0,World Cup qualification,True,Neutral
2026-02-17,Ivory Coast,Wales,0,2,Friendly,False,Ivory Coast
2026-02-21,Iran,Canada,0,3,Copa America,False,Iran
2026-02-25,Morocco,Algeria,1,0,World Cup qualification,False,Morocco
2026-03-01,Serbia,Panama,3,1,World Cup qualification,False,Serbia
2026-03-04,Ghana,Belgium,0,1,World Cup qualification,False,Ghana
2026-03-08,Poland,England,1,2,Friendly,True,Neutral
2026-03-12,Egypt,Tunisia,1,0,World Cup qualification,False,Egypt
2026-03-16,Germany,France,1,1,Friendly,True,Neutral
2026-03-20,Uruguay B,Portugal,0,1,Friendly,False,Uruguay B
2026-03-24,Saudi Arabia,Portugal,0,6,Friendly,False,Saudi Arabia
2026-03-28,Serbia,Nigeria,1,1,Copa America,False,Serbia
2026-04-01,Poland,Norway,2,2,Friendly,False,Poland
