as_of_date,team,average_age,total_caps,coach_tenure_days,fifa_confederation,source_url
2013-12-18,Tunisia,25.26,372,712,CAF,synthetic://sample-data
2014-06-18,Tunisia,30.43,372,714,CAF,synthetic://sample-data
2014-12-17,Tunisia,23.89,353,1088,CAF,synthetic://sample-data
2015-06-17,Tunisia,27.72,306,1913,CAF,synthetic://sample-data
2015-12-16,Tunisia,24.33,390,322,CAF,synthetic://sample-data
2016-06-15,Tunisia,23.58,415,370,CAF,synthetic://sample-data
2016-12-14,Tunisia,26.44,320,692,CAF,synthetic://sample-data
2017-06-14,Tunisia,26.86,356,1069,CAF,synthetic://sample-data
2017-12-13,Tunisia,27.94,333,796,CAF,synthetic://sample-data
2018-06-13,Tunisia,26.66,401,1087,CAF,synthetic://sample-data
2018-12-12,Tunisia,28.42,363,167,CAF,synthetic://sample-data
2019-06-12,Tunisia,25.13,363,931,CAF,synthetic://sample-data
2019-12-11,Tunisia,26.52,401,159,CAF,synthetic://sample-data
2020-06-10,Tunisia,24.55,359,387,CAF,synthetic://sample-data
2020-12-09,Tunisia,23.69,430,375,CAF,synthetic://sample-data
2021-06-09,Tunisia,21.84,397,394,CAF,synthetic://sample-data
2021-12-08,Tunisia,22.3,376,1025,CAF,synthetic://sample-data
2022-06-08,Tunisia,25.7,413,807,CAF,synthetic://sample-data
2022-12-07,Tunisia,28.04,401,1386,CAF,synthetic://sample-data
2023-06-07,Tunisia,26.86,378,911,CAF,synthetic://sample-data
2023-12-06,Tunisia,25.71,400,993,CAF,synthetic://sample-data
2024-06-05,Tunisia,27.3,330,330,CAF,synthetic://sample-data
2024-12-04,Tunisia,24.25,365,492,CAF,synthetic://sample-data
2025-06-04,Tunisia,25.84,366,950,CAF,synthetic://sample-data
2025-12-03,Tunisia,25.71,313,878,CAF,synthetic://sample-data
2003-01-01,Turkey,23.47,530,744,CONCACAF,synthetic://sample-data
2003-07-02,Turkey,25.35,571,794,CONCACAF,synthetic://sample-data
2003-12-31,Turkey,27.04,523,894,CONCACAF,synthetic://sample-data
2004-06-30,Turkey,27.23,592,759,CONCACAF,synthetic://sample-data
2004-12-29,Turkey,21.0,574,249,CONCACAF,synthetic://sample-data
2005-06-29,Turkey,23.9,555,401,CONCACAF,synthetic://sample-data
2005-12-28,Turkey,24.26,515,419,CONCACAF,synthetic://sample-data
2006-06-28,Turkey,23.35,600,910,CONCACAF,synthetic://sample-data
2006-12-27,Turkey,25.79,547,744,CONCACAF,synthetic://sample-data
2007-06-27,Turkey,25.36,606,635,CONCACAF,synthetic://sample-data
2007-12-26,Turkey,21.44,496,731,CONCACAF,synthetic://sample-data
2008-06-25,Turkey,23.44,546,1038,CONCACAF,synthetic://sample-data
2008-12-24,Turkey,23.35,554,342,CONCACAF,synthetic://sample-data
2009-06-24,Turkey,27.88,523,560,CONCACAF,synthetic://sample-data
2009-12-23,Turkey,26.08,529,437,CONCACAF,synthetic://sample-data
2010-06-23,Turkey,28.8,542,1065,CONCACAF,synthetic://sample-data
2010-12-22,Turkey,24.18,579,246,CONCACAF,synthetic://sample-data
2011-06-22,Turkey,26.24,525,1307,CONCACAF,synthetic://sample-data
2011-12-21,Turkey,24.75,582,427,CONCACAF,synthetic://sample-data
2012-06-20,Turkey,23.31,508,895,CONCACAF,synthetic://sample-data
2012-12-19,Turkey,23.82,620,775,CONCACAF,synthetic://sample-data
2013-06-19,Turkey,28.88,520,433,CONCACAF,synthetic://sample-data
2013-12-18,Turkey,25.71,546,646,CONCACAF,synthetic://sample-data
2014-06-18,Turkey,26.84,570,1173,CONCACAF,synthetic://sample-data
2014-12-17,Turkey,23.4,517,809,CONCACAF,synthetic://sample-data
2015-06-17,Turkey,26.66,490,753,CONCACAF,synthetic://sample-data
2015-12-16,Turkey,27.51,533,217,CONCACAF,synthetic://sample-data
2016-06-15,Turkey,24.51,548,1067,CONCACAF,synthetic://sample-data
2016-12-14,Turkey,25.22,502,652,CONCACAF,synthetic://sample-data
2017-06-14,Turkey,27.49,580,508,CONCACAF,synthetic://sample-data
2017-12-13,Turkey,23.93,519,427,CONCACAF,synthetic://sample-data
2018-06-13,Turkey,27.72,511,337,CONCACAF,synthetic://sample-data
2018-12-12,Turkey,29.11,575,242,CONCACAF,synthetic://sample-data
2019-06-12,Turkey,25.25,576,815,CONCACAF,synthetic://sample-data
2019-12-11,Turkey,23.4,517,390,CONCACAF,synthetic://sample-data
2020-06-10,Turkey,25.91,456,1286,CONCACAF,synthetic://sample-data
2020-12-09,Turkey,25.52,540,972,CONCACAF,synthetic://sample-data
2021-06-09,Turkey,28.63,567,496,CONCACAF,synthetic://sample-data
2021-12-08,Turkey,29.22,556,222,CONCACAF,synthetic://sample-data
2022-06-08,Turkey,25.75,560,461,CONCACAF,synthetic://sample-data
2022-12-07,Turkey,24.84,576,1128,CONCACAF,synthetic://sample-data
2023-06-07,Turkey,28.84,506,914,CONCACAF,synthetic://sample-data
2023-12-06,Turkey,24.9,541,156,CONCACAF,synthetic://sample-data
2024-06-05,Turkey,26.77,566,913,CONCACAF,synthetic://sample-data
2024-12-04,Turkey,28.42,539,917,CONCACAF,synthetic://sample-data
2025-06-04,Turkey,26.51,560,781,CONCACAF,synthetic://sample-data
2025-12-03,Turkey,23.81,611,970,CONCACAF,synthetic://sample-data
2003-01-01,USA,28.81,606,834,CONMEBOL,synthetic://sample-data
2003-07-02,USA,26.12,567,275,CONMEBOL,synthetic://sample-data
2003-12-31,USA,22.58,503,306,CONMEBOL,synthetic://sample-data
2004-06-30,USA,23.21,527,599,CONMEBOL,synthetic://sample-data
2004-12-29,USA,27.42,582,345,CONMEBOL,synthetic://sample-data
2005-06-29,USA,27.5,524,427,CONMEBOL,synthetic://sample-data
2005-12-28,USA,29.15,534,424,CONMEBOL,synthetic://sample-data
2006-06-28,USA,26.3,539,236,CONMEBOL,synthetic://sample-data
2006-12-27,USA,25.97,538,310,CONMEBOL,synthetic://sample-data
2007-06-27,USA,25.66,501,1016,CONMEBOL,synthetic://sample-data
2007-12-26,USA,27.84,567,1459,CONMEBOL,synthetic://sample-data
2008-06-25,USA,26.27,605,1937,CONMEBOL,synthetic://sample-data
2008-12-24,USA,28.41,507,642,CONMEBOL,synthetic://sample-data
2009-06-24,USA,26.18,484,284,CONMEBOL,synthetic://sample-data
2009-12-23,USA,23.47,550,872,CONMEBOL,synthetic://sample-data
2010-06-23,USA,29.84,550,796,CONMEBOL,synthetic://sample-data
2010-12-22,USA,27.08,511,765,CONMEBOL,synthetic://sample-data
2011-06-22,USA,27.26,530,172,CONMEBOL,synthetic://sample-data
2011-12-21,USA,25.26,580,115,CONMEBOL,synthetic://sample-data
2012-06-20,USA,25.13,471,215,CONMEBOL,synthetic://sample-data
2012-12-19,USA,27.52,581,666,CONMEBOL,synthetic://sample-data
2013-06-19,USA,27.39,575,265,CONMEBOL,synthetic://sample-data
2013-12-18,USA,21.87,538,463,CONMEBOL,synthetic://sample-data
2014-06-18,USA,24.46,607,479,CONMEBOL,synthetic://sample-data
2014-12-17,USA,24.7,589,532,CONMEBOL,synthetic://sample-data
2015-06-17,USA,24.8,545,215,CONMEBOL,synthetic://sample-data
2015-12-16,USA,24.22,569,803,CONMEBOL,synthetic://sample-data
2016-06-15,USA,25.18,574,2025,CONMEBOL,synthetic://sample-data
2016-12-14,USA,27.11,495,372,CONMEBOL,synthetic://sample-data
2017-06-14,USA,27.13,562,917,CONMEBOL,synthetic://sample-data
2017-12-13,USA,25.85,494,1150,CONMEBOL,synthetic://sample-data
2018-06-13,USA,27.29,552,1376,CONMEBOL,synthetic://sample-data
2018-12-12,USA,27.05,549,99,CONMEBOL,synthetic://sample-data
2019-06-12,USA,27.45,544,367,CONMEBOL,synthetic://sample-data
2019-12-11,USA,26.91,541,719,CONMEBOL,synthetic://sample-data
2020-06-10,USA,23.44,562,611,CONMEBOL,synthetic://sample-data
2020-12-09,USA,26.24,577,709,CONMEBOL,synthetic://sample-data
2021-06-09,USA,26.57,532,372,CONMEBOL,synthetic://sample-data
2021-12-08,USA,26.5,564,755,CONMEBOL,synthetic://sample-data
2022-06-08,USA,26.33,566,1061,CONMEBOL,synthetic://sample-data
2022-12-07,USA,25.07,542,432,CONMEBOL,synthetic://sample-data
2023-06-07,USA,26.42,572,219,CONMEBOL,synthetic://sample-data
2023-12-06,USA,27.25,564,338,CONMEBOL,synthetic://sample-data
2024-06-05,USA,27.8,602,870,CONMEBOL,synthetic://sample-data
2024-12-04,USA,23.44,490,197,CONMEBOL,synthetic://sample-data
2025-06-04,USA,28.82,563,510,CONMEBOL,synthetic://sample-data
2025-12-03,USA,28.36,535,732,CONMEBOL,synthetic://sample-data
2003-01-01,Ukraine,26.79,598,118,UEFA,synthetic://sample-data
2003-07-02,Ukraine,25.45,503,40,UEFA,synthetic://sample-data
2003-12-31,Ukraine,28.15,564,686,UEFA,synthetic://sample-data
2004-06-30,Ukraine,25.84,599,324,UEFA,synthetic://sample-data
2004-12-29,Ukraine,24.41,600,478,UEFA,synthetic://sample-data
2005-06-29,Ukraine,27.88,563,602,UEFA,synthetic://sample-data
2005-12-28,Ukraine,28.69,508,454,UEFA,synthetic://sample-data
2006-06-28,Ukraine,24.59,584,243,UEFA,synthetic://sample-data
2006-12-27,Ukraine,27.99,490,264,UEFA,synthetic://sample-data
2007-06-27,Ukraine,26.46,522,107,UEFA,synthetic://sample-data
2007-12-26,Ukraine,26.7,517,637,UEFA,synthetic://sample-data
2008-06-25,Ukraine,24.65,573,796,UEFA,synthetic://sample-data
2008-12-24,Ukraine,26.48,556,772,UEFA,synthetic://sample-data
2009-06-24,Ukraine,25.74,501,1126,UEFA,synthetic://sample-data
2009-12-23,Ukraine,24.49,526,388,UEFA,synthetic://sample-data
2010-06-23,Ukraine,29.53,523,1551,UEFA,synthetic://sample-data
2010-12-22,Ukraine,26.2,551,939,UEFA,synthetic://sample-data
2011-06-22,Ukraine,25.73,554,742,UEFA,synthetic://sample-data
2011-12-21,Ukraine,24.23,526,1994,UEFA,synthetic://sample-data
2012-06-20,Ukraine,23.95,564,891,UEFA,synthetic://sample-data
2012-12-19,Ukraine,26.72,587,451,UEFA,synthetic://sample-data
2013-06-19,Ukraine,26.47,519,159,UEFA,synthetic://sample-data
2013-12-18,Ukraine,30.43,564,948,UEFA,synthetic://sample-data
2014-06-18,Ukraine,27.39,543,944,UEFA,synthetic://sample-data
2014-12-17,Ukraine,28.69,557,403,UEFA,synthetic://sample-data
2015-06-17,Ukraine,24.52,616,958,UEFA,synthetic://sample-data
2015-12-16,Ukraine,25.3,517,628,UEFA,synthetic://sample-data
2016-06-15,Ukraine,25.3,547,122,UEFA,synthetic://sample-data
2016-12-14,Ukraine,25.38,573,203,UEFA,synthetic://sample-data
2017-06-14,Ukraine,25.54,548,1040,UEFA,synthetic://sample-data
2017-12-13,Ukraine,26.34,558,1070,UEFA,synthetic://sample-data
2018-06-13,Ukraine,24.72,556,760,UEFA,synthetic://sample-data
2018-12-12,Ukraine,26.27,518,295,UEFA,synthetic://sample-data
2019-06-12,Ukraine,25.54,555,646,UEFA,synthetic://sample-data
2019-12-11,Ukraine,26.06,583,1940,UEFA,synthetic://sample-data
2020-06-10,Ukraine,26.84,537,671,UEFA,synthetic://sample-data
2020-12-09,Ukraine,24.62,577,478,UEFA,synthetic://sample-data
2021-06-09,Ukraine,28.03,532,1135,UEFA,synthetic://sample-data
2021-12-08,Ukraine,26.61,572,950,UEFA,synthetic://sample-data
2022-06-08,Ukraine,25.86,603,300,UEFA,synthetic://sample-data
2022-12-07,Ukraine,26.7,571,632,UEFA,synthetic://sample-data
2023-06-07,Ukraine,27.58,569,584,UEFA,synthetic://sample-data
2023-12-06,Ukraine,24.45,499,603,UEFA,synthetic://sample-data
2024-06-05,Ukraine,25.06,566,451,UEFA,synthetic://sample-data
2024-12-04,Ukraine,25.28,566,564,UEFA,synthetic://sample-data
2025-06-04,Ukraine,25.41,592,343,UEFA,synthetic://sample-data
2025-12-03,Ukraine,27.23,526,622,UEFA,synthetic://sample-data
2003-01-01,Uruguay,23.67,790,902,AFC,synthetic://sample-data
2003-07-02,Uruguay,29.55,762,122,AFC,synthetic://sample-data
2003-12-31,Uruguay,27.61,772,294,AFC,synthetic://sample-data
2004-06-30,Uruguay,27.39,871,80,AFC,synthetic://sample-data
2004-12-29,Uruguay,26.1,784,1330,AFC,synthetic://sample-data
2005-06-29,Uruguay,26.83,848,242,AFC,synthetic://sample-data
2005-12-28,Uruguay,26.83,853,499,AFC,synthetic://sample-data
2006-06-28,Uruguay,25.34,826,840,AFC,synthetic://sample-data
2006-12-27,Uruguay,26.27,847,298,AFC,synthetic://sample-data
2007-06-27,Uruguay,27.94,867,577,AFC,synthetic://sample-data
2007-12-26,Uruguay,22.62,809,756,AFC,synthetic://sample-data
2008-06-25,Uruguay,25.06,820,390,AFC,synthetic://sample-data
2008-12-24,Uruguay,22.91,749,170,AFC,synthetic://sample-data
2009-06-24,Uruguay,28.12,833,1008,AFC,synthetic://sample-data
2009-12-23,Uruguay,27.76,716,1385,AFC,synthetic://sample-data
2010-06-23,Uruguay,26.44,858,704,AFC,synthetic://sample-data
2010-12-22,Uruguay,26.81,823,645,AFC,synthetic://sample-data
2011-06-22,Uruguay,27.37,782,834,AFC,synthetic://sample-data
2011-12-21,Uruguay,25.77,781,1002,AFC,synthetic://sample-data
2012-06-20,Uruguay,27.53,799,530,AFC,synthetic://sample-data
2012-12-19,Uruguay,24.8,814,898,AFC,synthetic://sample-data
2013-06-19,Uruguay,25.71,822,319,AFC,synthetic://sample-data
2013-12-18,Uruguay,25.36,854,498,AFC,synthetic://sample-data
2014-06-18,Uruguay,25.28,760,852,AFC,synthetic://sample-data
2014-12-17,Uruguay,28.89,852,776,AFC,synthetic://sample-data
2015-06-17,Uruguay,25.16,886,128,AFC,synthetic://sample-data
2015-12-16,Uruguay,28.13,855,719,AFC,synthetic://sample-data
2016-06-15,Uruguay,25.89,819,818,AFC,synthetic://sample-data
2016-12-14,Uruguay,27.72,876,694,AFC,synthetic://sample-data
2017-06-14,Uruguay,23.4,823,639,AFC,synthetic://sample-data
2017-12-13,Uruguay,32.3,804,927,AFC,synthetic://sample-data
2018-06-13,Uruguay,27.83,776,741,AFC,synthetic://sample-data
2018-12-12,Uruguay,27.69,824,535,AFC,synthetic://sample-data
2019-06-12,Uruguay,25.35,800,486,AFC,synthetic://sample-data
2019-12-11,Uruguay,24.8,808,627,AFC,synthetic://sample-data
2020-06-10,Uruguay,29.12,788,397,AFC,synthetic://sample-data
2020-12-09,Uruguay,28.22,836,490,AFC,synthetic://sample-data
2021-06-09,Uruguay,26.6,793,841,AFC,synthetic://sample-data
2021-12-08,Uruguay,27.61,822,379,AFC,synthetic://sample-data
2022-06-08,Uruguay,26.14,805,385,AFC,synthetic://sample-data
2022-12-07,Uruguay,24.69,772,539,AFC,synthetic://sample-data
2023-06-07,Uruguay,25.23,748,371,AFC,synthetic://sample-data
2023-12-06,Uruguay,24.89,844,405,AFC,synthetic://sample-data
2024-06-05,Uruguay,25.3,835,179,AFC,synthetic://sample-data
2024-12-04,Uruguay,25.31,897,918,AFC,synthetic://sample-data
2025-06-04,Uruguay,26.4,814,944,AFC,synthetic://sample-data
2025-12-03,Uruguay,24.58,753,730,AFC,synthetic://sample-data
2003-01-01,Uruguay B,26.86,379,354,CAF,synthetic://sample-data
2003-07-02,Uruguay B,25.57,379,118,CAF,synthetic://sample-data
2003-12-31,Uruguay B,23.75,310,510,CAF,synthetic://sample-data
2004-06-30,Uruguay B,25.05,375,1430,CAF,synthetic://sample-data
2004-12-29,Uruguay B,25.08,320,178,CAF,synthetic://sample-data
2005-06-29,Uruguay B,25.22,420,376,CAF,synthetic://sample-data
2005-12-28,Uruguay B,28.71,323,1191,CAF,synthetic://sample-data
2006-06-28,Uruguay B,25.4,372,710,CAF,synthetic://sample-data
2006-12-27,Uruguay B,27.35,384,810,CAF,synthetic://sample-data
2007-06-27,Uruguay B,25.97,367,245,CAF,synthetic://sample-data
2007-12-26,Uruguay B,30.03,344,435,CAF,synthetic://sample-data
2008-06-25,Uruguay B,26.21,389,870,CAF,synthetic://sample-data
2008-12-24,Uruguay B,25.06,383,616,CAF,synthetic://sample-data
2009-06-24,Uruguay B,26.23,335,961,CAF,synthetic://sample-data
2009-12-23,Uruguay B,26.4,437,495,CAF,synthetic://sample-data
2010-06-23,Uruguay B,26.7,339,437,CAF,synthetic://sample-data
2010-12-22,Uruguay B,26.66,431,49,CAF,synthetic://sample-data
2011-06-22,Uruguay B,29.29,316,488,CAF,synthetic://sample-data
2011-12-21,Uruguay B,26.71,340,747,CAF,synthetic://sample-data
2012-06-20,Uruguay B,27.16,366,578,CAF,synthetic://sample-data
2012-12-19,Uruguay B,30.65,405,377,CAF,synthetic://sample-data
2013-06-19,Uruguay B,22.76,387,327,CAF,synthetic://sample-data
2013-12-18,Uruguay B,24.46,392,486,CAF,synthetic://sample-data
2014-06-18,Uruguay B,25.15,323,1231,CAF,synthetic://sample-data
2014-12-17,Uruguay B,29.66,345,360,CAF,synthetic://sample-data
2015-06-17,Uruguay B,24.56,385,367,CAF,synthetic://sample-data
2015-12-16,Uruguay B,27.2,380,335,CAF,synthetic://sample-data
2016-06-15,Uruguay B,27.43,386,651,CAF,synthetic://sample-data
2016-12-14,Uruguay B,27.08,317,888,CAF,synthetic://sample-data
2017-06-14,Uruguay B,27.84,362,222,CAF,synthetic://sample-data
2017-12-13,Uruguay B,28.01,403,1075,CAF,synthetic://sample-data
2018-06-13,Uruguay B,25.05,315,731,CAF,synthetic://sample-data
2018-12-12,Uruguay B,27.97,402,787,CAF,synthetic://sample-data
2019-06-12,Uruguay B,23.72,378,162,CAF,synthetic://sample-data
2019-12-11,Uruguay B,26.94,350,799,CAF,synthetic://sample-data
2020-06-10,Uruguay B,28.06,387,799,CAF,synthetic://sample-data
2020-12-09,Uruguay B,26.7,412,170,CAF,synthetic://sample-data
2021-06-09,Uruguay B,26.46,316,468,CAF,synthetic://sample-data
2021-12-08,Uruguay B,25.67,381,583,CAF,synthetic://sample-data
2022-06-08,Uruguay B,27.35,318,200,CAF,synthetic://sample-data
2022-12-07,Uruguay B,24.09,387,427,CAF,synthetic://sample-data
2023-06-07,Uruguay B,24.66,351,148,CAF,synthetic://sample-data
2023-12-06,Uruguay B,25.52,330,469,CAF,synthetic://sample-data
2024-06-05,Uruguay B,26.39,387,195,CAF,synthetic://sample-data
2024-12-04,Uruguay B,25.32,348,398,CAF,synthetic://sample-data
2025-06-04,Uruguay B,27.46,355,1098,CAF,synthetic://sample-data
2025-12-03,Uruguay B,28.72,324,513,CAF,synthetic://sample-data
2003-01-01,Wales,27.19,460,1399,CONCACAF,synthetic://sample-data
2003-07-02,Wales,26.73,445,391,CONCACAF,synthetic://sample-data
2003-12-31,Wales,26.11,434,578,CONCACAF,synthetic://sample-data
2004-06-30,Wales,25.05,420,164,CONCACAF,synthetic://sample-data
2004-12-29,Wales,25.64,406,158,CONCACAF,synthetic://sample-data
2005-06-29,Wales,24.49,441,398,CONCACAF,synthetic://sample-data
2005-12-28,Wales,25.11,459,131,CONCACAF,synthetic://sample-data
2006-06-28,Wales,26.57,386,263,CONCACAF,synthetic://sample-data
2006-12-27,Wales,25.35,420,465,CONCACAF,synthetic://sample-data
2007-06-27,Wales,25.92,435,311,CONCACAF,synthetic://sample-data
2007-12-26,Wales,26.6,416,714,CONCACAF,synthetic://sample-data
2008-06-25,Wales,25.08,408,452,CONCACAF,synthetic://sample-data
2008-12-24,Wales,25.45,437,1268,CONCACAF,synthetic://sample-data
2009-06-24,Wales,27.72,434,767,CONCACAF,synthetic://sample-data
2009-12-23,Wales,27.75,457,480,CONCACAF,synthetic://sample-data
2010-06-23,Wales,25.11,442,1545,CONCACAF,synthetic://sample-data
2010-12-22,Wales,30.1,401,788,CONCACAF,synthetic://sample-data
2011-06-22,Wales,23.94,409,703,CONCACAF,synthetic://sample-data
2011-12-21,Wales,26.6,450,941,CONCACAF,synthetic://sample-data
2012-06-20,Wales,26.33,449,558,CONCACAF,synthetic://sample-data
2012-12-19,Wales,27.93,420,1681,CONCACAF,synthetic://sample-data
2013-06-19,Wales,24.82,444,514,CONCACAF,synthetic://sample-data
2013-12-18,Wales,26.41,424,745,CONCACAF,synthetic://sample-data
2014-06-18,Wales,25.23,466,287,CONCACAF,synthetic://sample-data
2014-12-17,Wales,26.32,375,406,CONCACAF,synthetic://sample-data
2015-06-17,Wales,25.58,422,366,CONCACAF,synthetic://sample-data
2015-12-16,Wales,27.13,463,844,CONCACAF,synthetic://sample-data
2016-06-15,Wales,25.86,486,523,CONCACAF,synthetic://sample-data
2016-12-14,Wales,28.74,459,655,CONCACAF,synthetic://sample-data
2017-06-14,Wales,26.78,420,664,CONCACAF,synthetic://sample-data
2017-12-13,Wales,24.42,438,108,CONCACAF,synthetic://sample-data
2018-06-13,Wales,21.91,431,1015,CONCACAF,synthetic://sample-data
2018-12-12,Wales,27.1,469,702,CONCACAF,synthetic://sample-data
2019-06-12,Wales,24.99,449,860,CONCACAF,synthetic://sample-data
2019-12-11,Wales,25.2,429,662,CONCACAF,synthetic://sample-data
2020-06-10,Wales,23.02,454,178,CONCACAF,synthetic://sample-data
2020-12-09,Wales,26.02,444,576,CONCACAF,synthetic://sample-data
2021-06-09,Wales,27.72,446,727,CONCACAF,synthetic://sample-data
2021-12-08,Wales,25.71,439,213,CONCACAF,synthetic://sample-data
2022-06-08,Wales,24.12,419,479,CONCACAF,synthetic://sample-data
2022-12-07,Wales,27.15,390,128,CONCACAF,synthetic://sample-data
2023-06-07,Wales,27.6,391,402,CONCACAF,synthetic://sample-data
2023-12-06,Wales,21.86,449,310,CONCACAF,synthetic://sample-data
2024-06-05,Wales,22.14,450,821,CONCACAF,synthetic://sample-data
2024-12-04,Wales,24.31,463,553,CONCACAF,synthetic://sample-data
2025-06-04,Wales,23.85,425,477,CONCACAF,synthetic://sample-data
2025-12-03,Wales,27.26,438,690,CONCACAF,synthetic://sample-data
